sender_pseudo,msgs,anomalies,non_anom,trust_raw,trust_blend
420153,1,1,0,0.3333333333333333,0.023356156119039642
430151,1,1,0,0.3333333333333333,0.023356156119039642
430153,1,1,0,0.3333333333333333,0.023356156119039642
440151,1,1,0,0.3333333333333333,0.023356156119039642
440153,1,1,0,0.3333333333333333,0.023356156119039642
1804955,1,1,0,0.3333333333333333,0.023356156119039642
1804956,1,1,0,0.3333333333333333,0.023356156119039642
1904955,1,1,0,0.3333333333333333,0.023356156119039642
900152,1,1,0,0.3333333333333333,0.023356156119039642
904955,1,1,0,0.3333333333333333,0.023356156119039642
3404956,1,1,0,0.3333333333333333,0.023356156119039642
7804956,1,1,0,0.3333333333333333,0.023356156119039642
4606156,1,1,0,0.3333333333333333,0.023356156119039642
130153,1,1,0,0.3333333333333333,0.023356156119039642
130151,1,1,0,0.3333333333333333,0.023356156119039642
120153,1,1,0,0.3333333333333333,0.023356156119039642
120151,1,1,0,0.3333333333333333,0.023356156119039642
110153,1,1,0,0.3333333333333333,0.023356156119039642
460153,1,1,0,0.3333333333333333,0.023356156119039642
450153,1,1,0,0.3333333333333333,0.023356156119039642
450151,1,1,0,0.3333333333333333,0.023356156119039642
170153,1,1,0,0.3333333333333333,0.023356156119039642
170151,1,1,0,0.3333333333333333,0.023356156119039642
180151,1,1,0,0.3333333333333333,0.023356156119039642
180153,1,1,0,0.3333333333333333,0.023356156119039642
190153,1,1,0,0.3333333333333333,0.023356156119039642
160151,1,1,0,0.3333333333333333,0.023356156119039642
140151,1,1,0,0.3333333333333333,0.023356156119039642
140153,1,1,0,0.3333333333333333,0.023356156119039642
200151,1,1,0,0.3333333333333333,0.023356156119039642
200153,1,1,0,0.3333333333333333,0.023356156119039642
190151,1,1,0,0.3333333333333333,0.023356156119039642
210151,1,1,0,0.3333333333333333,0.023356156119039642
210153,1,1,0,0.3333333333333333,0.023356156119039642
220151,1,1,0,0.3333333333333333,0.023356156119039642
220153,1,1,0,0.3333333333333333,0.023356156119039642
230151,1,1,0,0.3333333333333333,0.023356156119039642
230153,1,1,0,0.3333333333333333,0.023356156119039642
240151,1,1,0,0.3333333333333333,0.023356156119039642
240153,1,1,0,0.3333333333333333,0.023356156119039642
250151,1,1,0,0.3333333333333333,0.023356156119039642
250153,1,1,0,0.3333333333333333,0.023356156119039642
160153,1,1,0,0.3333333333333333,0.023356156119039642
150151,1,1,0,0.3333333333333333,0.023356156119039642
150153,1,1,0,0.3333333333333333,0.023356156119039642
270151,1,1,0,0.3333333333333333,0.023356156119039642
260153,1,1,0,0.3333333333333333,0.023356156119039642
260151,1,1,0,0.3333333333333333,0.023356156119039642
270153,1,1,0,0.3333333333333333,0.023356156119039642
290153,1,1,0,0.3333333333333333,0.023356156119039642
280151,1,1,0,0.3333333333333333,0.023356156119039642
280153,1,1,0,0.3333333333333333,0.023356156119039642
290151,1,1,0,0.3333333333333333,0.023356156119039642
310153,1,1,0,0.3333333333333333,0.023356156119039642
320153,1,1,0,0.3333333333333333,0.023356156119039642
330153,1,1,0,0.3333333333333333,0.023356156119039642
340153,1,1,0,0.3333333333333333,0.023356156119039642
350153,1,1,0,0.3333333333333333,0.023356156119039642
300151,1,1,0,0.3333333333333333,0.023356156119039642
300153,1,1,0,0.3333333333333333,0.023356156119039642
304955,1,1,0,0.3333333333333333,0.023356156119039642
380153,1,1,0,0.3333333333333333,0.023356156119039642
370153,1,1,0,0.3333333333333333,0.023356156119039642
360153,1,1,0,0.3333333333333333,0.023356156119039642
20153,1,1,0,0.3333333333333333,0.023356156119039642
30153,1,1,0,0.3333333333333333,0.023356156119039642
40153,1,1,0,0.3333333333333333,0.023356156119039642
8904956,1,1,0,0.3333333333333333,0.023356156119039642
9004956,1,1,0,0.3333333333333333,0.023356156119039642
9104956,1,1,0,0.3333333333333333,0.023356156119039642
9904956,2,2,0,0.25,0.027763973707250103
9804956,2,2,0,0.25,0.027763973707250103
9704956,2,2,0,0.25,0.027763973707250103
